,name,funcs,n_heads,d_model,n_layers,attention_dir,act_fn,batch_size,lr,weight_decay,frac,attn_coeff,runid,diff_vocab,eqn_sign,save_embeddings,save_analysis,dist_irr,grad_sym,circ,trainfrac
59,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.1,0.8,0.19999999999999996,B_d_256_attn_0.200_wd_0.1,0,0,False,False,0.25656385382201374,0.9930570131540298,0.9995257231522346,
60,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.001,0.8,0.25,B_d_128_attn_0.250_wd_0.001,0,0,False,False,0.8629315665183405,0.9899487543106079,0.5335006046478376,
61,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.001,0.8,0.09999999999999998,d256_wd0.001_attn0.100000,0,0,False,,0.9347079022046958,0.9880364584922791,0.6099225864653058,
62,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.001,0.8,0.55,B_d_128_attn_0.550_wd_0.001,0,0,False,False,0.9406803630535397,0.9674701327085495,0.3711594264422127,
63,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.001,0.8,0.85,d91_wd0.001_attn0.850000,0,0,False,,0.8868636255151782,0.881229214668274,0.7287007413949769,
64,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.1,0.8,0.75,B_d_128_attn_0.750_wd_0.1,0,0,False,False,0.48895541827482814,0.9517214834690094,0.9872251895588886,
65,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,5.0,0.8,0.30000000000000004,d_64_attn_0.300_wd_5,0,0,False,False,0.6195911195295066,0.9997445291280747,0.7757143446832789,
66,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,5.0,0.8,0.19999999999999996,d_181_attn_0.200_wd_5,0,0,False,False,0.36265969676046567,0.991862023472786,0.9787632907044393,
67,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,0.001,0.8,0.4,d362_wd0.001_attn0.400000,0,0,False,,0.9645848907858037,0.9788449716567993,0.41864882298946093,
68,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,0.1,0.8,0.95,d362_wd0.1_attn0.950000,0,0,False,,0.4426702026092511,0.9770590925216674,0.9277346906294626,
69,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,5.0,0.8,1.0,d_64_attn_1.000_wd_5,0,0,False,False,0.4842129631383988,0.999686541557312,0.6709748736944472,
70,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,5.0,0.8,0.19999999999999996,d_128_attn_0.200_wd_5,0,0,False,False,0.24387058531505748,0.9923822396993637,0.9844484307576314,
71,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,0.001,0.8,0.85,d181_wd0.001_attn0.850000,0,0,False,,0.9484656362621093,0.953097734451294,0.3700326572411198,
72,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.1,0.8,0.15000000000000002,B_d_256_attn_0.150_wd_0.1,0,0,False,False,0.28388331727523614,0.9896223449707031,0.8285598378438448,
73,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,0.1,0.8,0.75,d362_wd0.1_attn0.750000,0,0,False,,0.5377252893473102,0.9840156763792038,0.9946295896693614,
